Air temperature,Process temperature,Rotational speed,Torque,Tool wear,Temp_Delta,Type,true_failure,predicted_failure,recommended_disposition
302.6,311.0,1506,37.2,95,8.399999999999977,L,NONE,NONE,Manual review
298.2,309.2,1332,60.2,147,11.0,M,NONE,NONE,Manual review
302.5,311.1,1571,34.2,201,8.600000000000023,L,NONE,NONE,Manual review
298.9,310.0,2231,17.4,151,11.100000000000023,L,NONE,NONE,Manual review
302.2,311.3,1658,31.0,2,9.100000000000023,M,NONE,NONE,Manual review
297.9,307.6,1589,37.8,120,9.700000000000045,L,NONE,NONE,Manual review
298.4,309.7,1457,44.2,175,11.300000000000011,L,NONE,NONE,Manual review
295.6,306.2,1477,45.0,40,10.599999999999966,M,NONE,NONE,Manual review
297.8,308.8,1421,49.6,101,11.0,L,NONE,NONE,Manual review
303.5,311.6,1466,47.0,80,8.100000000000023,H,NONE,NONE,Manual review
298.6,309.9,1630,30.6,2,11.299999999999955,L,NONE,NONE,Manual review
300.4,309.7,1384,45.1,159,9.300000000000011,L,NONE,NONE,Manual review
297.3,308.5,1528,44.5,140,11.199999999999989,L,NONE,NONE,Manual review
301.8,310.0,2032,19.0,203,8.199999999999989,L,NONE,NONE,Manual review
298.0,308.4,1911,22.0,13,10.399999999999977,L,NONE,NONE,Manual review
299.9,311.2,1579,35.5,162,11.300000000000011,M,NONE,NONE,Manual review
303.4,312.3,1540,38.7,96,8.900000000000034,L,NONE,NONE,Manual review
298.4,308.6,1527,40.9,96,10.200000000000045,M,NONE,NONE,Manual review
303.8,313.1,1523,39.8,150,9.300000000000011,L,NONE,NONE,Manual review
301.5,310.8,1474,38.7,58,9.300000000000011,H,NONE,NONE,Manual review
302.3,311.4,1909,23.2,25,9.099999999999966,M,NONE,NONE,Manual review
298.0,307.3,1424,46.5,185,9.300000000000011,L,NONE,NONE,Manual review
299.2,310.0,1349,50.4,226,10.800000000000011,M,NONE,NONE,Manual review
298.2,309.0,1446,45.8,80,10.800000000000011,M,NONE,NONE,Manual review
297.1,307.8,1428,43.7,179,10.699999999999989,L,NONE,NONE,Manual review
299.0,310.5,1755,27.9,56,11.5,L,NONE,NONE,Manual review
297.4,308.5,1497,36.4,56,11.100000000000023,M,NONE,NONE,Manual review
297.5,308.5,1401,50.5,6,11.0,M,NONE,NONE,Manual review
296.7,307.7,1927,23.9,112,11.0,L,NONE,NONE,Manual review
302.9,312.4,1334,50.9,5,9.5,M,NONE,NONE,Manual review
298.6,308.2,1361,68.2,172,9.599999999999966,L,PWF,PWF,Check power supply logs; escalate to Supplier Quality
299.0,308.4,1571,38.6,5,9.399999999999977,L,NONE,NONE,Manual review
297.6,308.4,1353,57.5,88,10.799999999999955,L,NONE,NONE,Manual review
298.9,310.0,1561,45.3,58,11.100000000000023,M,NONE,NONE,Manual review
297.3,308.5,1520,42.4,171,11.199999999999989,M,NONE,NONE,Manual review
297.9,307.8,1665,33.9,102,9.900000000000034,L,NONE,NONE,Manual review
299.8,309.4,1480,40.9,2,9.599999999999966,L,NONE,NONE,Manual review
303.0,311.2,1494,37.0,67,8.199999999999989,L,NONE,NONE,Manual review
298.6,310.0,1681,35.5,44,11.399999999999977,M,NONE,NONE,Manual review
300.8,311.4,1453,44.6,38,10.599999999999966,H,NONE,NONE,Manual review
302.0,311.2,1625,30.7,189,9.199999999999989,M,NONE,NONE,Manual review
303.4,312.7,1357,55.3,31,9.300000000000011,M,NONE,NONE,Manual review
299.1,308.8,1502,38.3,88,9.699999999999989,L,NONE,NONE,Manual review
302.4,311.1,1880,24.5,156,8.700000000000045,L,NONE,NONE,Manual review
301.9,310.8,1540,37.6,83,8.900000000000034,L,NONE,NONE,Manual review
301.6,310.4,1452,45.7,164,8.799999999999955,M,NONE,NONE,Manual review
298.6,308.4,1407,50.5,164,9.799999999999955,H,NONE,NONE,Manual review
300.7,309.5,1667,30.5,29,8.800000000000011,H,NONE,NONE,Manual review
300.6,311.6,1964,21.4,15,11.0,L,NONE,NONE,Manual review
302.6,310.3,1479,40.4,105,7.699999999999989,L,NONE,NONE,Manual review
300.4,310.5,1644,31.4,41,10.100000000000023,M,NONE,NONE,Manual review
301.7,311.2,1563,34.5,139,9.5,M,NONE,NONE,Manual review
302.8,312.2,1615,32.9,159,9.399999999999977,M,NONE,NONE,Manual review
299.3,309.1,1293,53.7,189,9.800000000000011,L,NONE,NONE,Manual review
296.6,307.4,1616,28.0,175,10.799999999999955,L,NONE,NONE,Manual review
297.1,308.3,1492,41.5,141,11.199999999999989,H,NONE,NONE,Manual review
298.1,308.4,1436,46.7,103,10.299999999999955,L,NONE,NONE,Manual review
302.2,310.8,2203,16.6,47,8.600000000000023,L,NONE,NONE,Manual review
298.4,309.0,1507,36.1,191,10.600000000000023,M,NONE,NONE,Manual review
301.2,310.9,1598,35.9,71,9.699999999999989,H,NONE,NONE,Manual review
302.2,311.6,1534,37.2,41,9.400000000000034,H,NONE,NONE,Manual review
302.4,310.7,1521,40.4,152,8.300000000000011,M,NONE,NONE,Manual review
301.0,310.1,1681,27.4,212,9.100000000000023,M,NONE,NONE,Manual review
300.5,310.7,1488,39.4,159,10.199999999999989,L,NONE,NONE,Manual review
299.0,310.4,1677,30.8,73,11.399999999999977,H,NONE,NONE,Manual review
299.6,308.9,1613,30.8,80,9.299999999999955,L,NONE,NONE,Manual review
299.1,310.4,1524,51.4,66,11.299999999999955,M,NONE,NONE,Manual review
302.6,311.0,1589,39.0,122,8.399999999999977,M,NONE,NONE,Manual review
298.0,308.4,1472,42.0,15,10.399999999999977,L,NONE,NONE,Manual review
300.3,311.7,1406,47.5,14,11.399999999999977,L,NONE,NONE,Manual review
297.4,308.3,1502,43.6,169,10.900000000000034,H,NONE,NONE,Manual review
302.9,311.2,1751,23.8,196,8.300000000000011,L,NONE,NONE,Manual review
298.5,309.0,1741,28.0,21,10.5,M,NONE,NONE,Manual review
302.1,310.7,1491,42.8,98,8.599999999999966,L,NONE,NONE,Manual review
299.3,308.7,1420,50.3,208,9.399999999999977,M,NONE,NONE,Manual review
302.2,311.8,1618,36.0,158,9.600000000000023,L,NONE,NONE,Manual review
300.2,309.4,1501,40.0,48,9.199999999999989,M,NONE,NONE,Manual review
300.6,309.4,1312,45.2,73,8.799999999999955,M,NONE,NONE,Manual review
298.3,309.4,1546,36.1,94,11.099999999999966,L,NONE,NONE,Manual review
302.3,311.2,1405,47.7,88,8.899999999999977,M,NONE,NONE,Manual review
302.3,310.9,1377,46.8,166,8.599999999999966,L,HDF,HDF,Investigate cooling; collect temp sensors; open NCR
301.7,311.1,1399,55.1,156,9.400000000000034,L,NONE,NONE,Manual review
300.4,311.2,1831,23.4,133,10.800000000000011,M,NONE,NONE,Manual review
302.3,311.4,1504,38.7,65,9.099999999999966,L,NONE,NONE,Manual review
300.1,310.1,1402,46.6,10,10.0,M,NONE,NONE,Manual review
297.4,308.5,1501,44.9,20,11.100000000000023,L,NONE,NONE,Manual review
298.8,309.7,1529,44.0,136,10.899999999999977,L,NONE,NONE,Manual review
298.9,309.9,1357,54.5,121,11.0,M,NONE,NONE,Manual review
301.2,310.0,1625,31.6,173,8.800000000000011,M,NONE,NONE,Manual review
298.8,308.8,1445,49.9,4,10.0,H,NONE,NONE,Manual review
301.7,310.2,1620,30.8,42,8.5,H,NONE,NONE,Manual review
301.2,310.1,1666,34.9,37,8.900000000000034,M,NONE,NONE,Manual review
303.2,311.4,1238,54.6,226,8.199999999999989,L,HDF,HDF,Investigate cooling; collect temp sensors; open NCR
303.4,311.8,1366,50.9,200,8.400000000000034,L,HDF,HDF,Investigate cooling; collect temp sensors; open NCR
304.0,313.1,1404,47.1,90,9.100000000000023,L,NONE,NONE,Manual review
298.7,309.5,1500,38.8,116,10.800000000000011,M,NONE,NONE,Manual review
298.3,309.5,1542,36.7,134,11.199999999999989,L,NONE,NONE,Manual review
302.2,311.5,1562,38.0,162,9.300000000000011,M,NONE,NONE,Manual review
298.5,309.6,1419,41.5,105,11.100000000000023,L,NONE,NONE,Manual review
299.6,310.2,1512,44.0,79,10.599999999999966,L,NONE,NONE,Manual review
302.3,311.1,1630,35.6,183,8.800000000000011,L,NONE,NONE,Manual review
300.9,310.9,1755,27.9,148,10.0,L,NONE,NONE,Manual review
303.5,311.7,1620,31.0,141,8.199999999999989,L,NONE,NONE,Manual review
302.2,311.6,1872,20.4,202,9.400000000000034,L,NONE,NONE,Manual review
302.8,312.4,1529,36.8,237,9.599999999999966,L,NONE,NONE,Manual review
301.3,310.3,1560,36.3,129,9.0,L,NONE,NONE,Manual review
300.3,310.3,2158,16.8,32,10.0,L,NONE,NONE,Manual review
300.3,311.7,1545,43.5,160,11.399999999999977,L,RNF,NONE,Manual review
297.4,308.6,1459,41.3,196,11.200000000000045,L,NONE,NONE,Manual review
297.4,308.5,1496,36.4,126,11.100000000000023,L,NONE,NONE,Manual review
299.6,310.8,1603,35.4,202,11.199999999999989,M,NONE,NONE,Manual review
302.9,312.2,1605,33.9,86,9.300000000000011,L,NONE,NONE,Manual review
299.3,308.7,1408,48.7,85,9.399999999999977,L,NONE,NONE,Manual review
297.4,308.6,1446,48.1,88,11.200000000000045,L,NONE,NONE,Manual review
297.3,308.8,1447,57.4,134,11.5,M,NONE,NONE,Manual review
299.0,310.1,1580,41.9,55,11.100000000000023,L,NONE,NONE,Manual review
296.9,307.8,1840,24.6,157,10.900000000000034,M,NONE,NONE,Manual review
300.8,311.4,1322,67.2,18,10.599999999999966,L,PWF,PWF,Check power supply logs; escalate to Supplier Quality
303.3,311.6,1301,45.1,219,8.300000000000011,L,HDF,HDF,Investigate cooling; collect temp sensors; open NCR
302.5,311.1,1493,39.0,137,8.600000000000023,L,NONE,NONE,Manual review
300.8,310.5,1330,59.0,190,9.699999999999989,M,NONE,NONE,Manual review
301.4,310.8,1389,52.7,125,9.400000000000034,L,NONE,NONE,Manual review
297.7,309.0,1656,33.2,20,11.300000000000011,M,NONE,NONE,Manual review
301.1,310.6,1417,47.6,10,9.5,L,NONE,NONE,Manual review
297.0,307.6,1680,35.8,20,10.600000000000023,L,NONE,NONE,Manual review
301.1,312.3,1595,31.9,134,11.199999999999989,L,NONE,NONE,Manual review
301.4,311.3,2323,15.9,50,9.900000000000034,L,NONE,NONE,Manual review
302.6,310.5,1420,56.4,57,7.899999999999977,M,NONE,NONE,Manual review
299.7,310.9,1685,32.1,88,11.199999999999989,M,NONE,NONE,Manual review
298.4,308.0,1515,42.8,125,9.600000000000023,L,NONE,NONE,Manual review
298.9,310.6,1585,38.1,7,11.700000000000045,L,NONE,NONE,Manual review
301.2,311.1,1574,34.3,4,9.900000000000034,M,NONE,NONE,Manual review
299.7,310.3,1462,40.4,19,10.600000000000023,H,NONE,NONE,Manual review
300.0,310.1,1465,40.9,60,10.100000000000023,L,NONE,NONE,Manual review
302.5,310.4,1581,32.7,181,7.899999999999977,M,NONE,NONE,Manual review
298.3,309.1,1437,38.0,93,10.800000000000011,L,NONE,NONE,Manual review
302.2,310.7,1413,48.9,114,8.5,H,NONE,NONE,Manual review
301.7,311.0,1537,33.5,146,9.300000000000011,M,NONE,NONE,Manual review
302.4,310.1,1520,36.6,97,7.7000000000000455,M,NONE,NONE,Manual review
297.9,309.0,1583,36.7,104,11.100000000000023,L,NONE,NONE,Manual review
297.7,308.2,1720,25.6,174,10.5,M,NONE,NONE,Manual review
300.8,309.6,1680,28.7,22,8.800000000000011,L,NONE,NONE,Manual review
298.6,309.9,1556,38.6,36,11.299999999999955,L,NONE,NONE,Manual review
299.5,310.7,1423,56.5,7,11.199999999999989,M,NONE,NONE,Manual review
300.8,310.6,1384,52.9,165,9.800000000000011,L,NONE,NONE,Manual review
296.1,307.0,1523,42.0,164,10.899999999999977,M,NONE,NONE,Manual review
297.7,308.2,1500,39.9,158,10.5,L,NONE,NONE,Manual review
298.4,309.3,1512,35.8,18,10.900000000000034,L,NONE,NONE,Manual review
300.1,310.0,1511,41.7,186,9.899999999999977,L,NONE,NONE,Manual review
299.2,308.8,1503,37.4,109,9.600000000000023,M,NONE,NONE,Manual review
297.4,308.3,1723,28.8,33,10.900000000000034,L,NONE,NONE,Manual review
301.9,310.7,1405,48.8,78,8.800000000000011,L,NONE,NONE,Manual review
299.8,310.2,1654,32.7,159,10.399999999999977,L,NONE,NONE,Manual review
299.3,309.1,1703,31.3,120,9.800000000000011,M,NONE,NONE,Manual review
300.5,311.6,1525,37.6,191,11.100000000000023,L,NONE,NONE,Manual review
297.5,308.9,1459,48.5,193,11.399999999999977,L,NONE,NONE,Manual review
298.0,309.2,1458,39.8,87,11.199999999999989,L,NONE,NONE,Manual review
300.5,309.5,1255,62.1,138,9.0,L,NONE,NONE,Manual review
298.4,308.9,1577,37.1,0,10.5,H,NONE,NONE,Manual review
304.3,313.6,1409,56.0,19,9.300000000000011,L,NONE,NONE,Manual review
302.1,310.7,1314,52.8,8,8.599999999999966,L,HDF,HDF,Investigate cooling; collect temp sensors; open NCR
297.2,307.9,1632,37.5,156,10.699999999999989,M,NONE,NONE,Manual review
297.3,308.8,1469,44.1,150,11.5,M,NONE,NONE,Manual review
298.2,307.8,1375,46.6,188,9.600000000000023,L,NONE,NONE,Manual review
300.1,311.4,1356,45.7,149,11.299999999999955,L,NONE,NONE,Manual review
299.9,309.8,1477,47.7,112,9.900000000000034,L,NONE,NONE,Manual review
298.2,308.3,1805,31.6,96,10.100000000000023,L,NONE,NONE,Manual review
299.6,309.2,1867,23.4,225,9.599999999999966,M,TWF,NONE,Manual review
300.5,309.8,1939,21.4,164,9.300000000000011,L,NONE,NONE,Manual review
297.0,308.1,1355,43.7,217,11.100000000000023,L,NONE,NONE,Manual review
302.2,311.6,1462,50.0,51,9.400000000000034,L,NONE,NONE,Manual review
303.0,311.1,1428,39.8,181,8.100000000000023,M,NONE,NONE,Manual review
301.2,311.4,1757,28.0,6,10.199999999999989,L,NONE,NONE,Manual review
297.6,308.6,1463,46.7,85,11.0,H,NONE,NONE,Manual review
300.9,310.1,2090,17.8,133,9.200000000000045,L,NONE,NONE,Manual review
299.9,311.3,1535,38.1,160,11.400000000000034,L,NONE,NONE,Manual review
302.3,310.9,1459,35.0,32,8.599999999999966,L,NONE,NONE,Manual review
298.2,308.7,1599,36.2,28,10.5,M,NONE,NONE,Manual review
301.4,310.5,1495,52.5,201,9.100000000000023,M,NONE,NONE,Manual review
303.9,312.7,1789,24.4,163,8.800000000000011,L,NONE,NONE,Manual review
297.6,308.3,1467,36.7,68,10.699999999999989,M,NONE,NONE,Manual review
300.8,309.7,1418,46.6,12,8.899999999999977,L,NONE,NONE,Manual review
302.2,310.6,1355,51.5,126,8.400000000000034,M,HDF,HDF,Investigate cooling; collect temp sensors; open NCR
301.3,311.1,1723,27.6,210,9.800000000000011,L,NONE,NONE,Manual review
302.8,310.9,1708,29.8,42,8.099999999999966,L,NONE,NONE,Manual review
302.3,311.0,1546,35.5,70,8.699999999999989,M,NONE,NONE,Manual review
302.6,311.7,1542,34.1,137,9.099999999999966,L,NONE,NONE,Manual review
300.6,309.3,1409,38.7,115,8.699999999999989,L,NONE,NONE,Manual review
300.4,309.7,1584,32.6,71,9.300000000000011,L,NONE,NONE,Manual review
302.7,311.0,1694,29.8,150,8.300000000000011,L,NONE,NONE,Manual review
298.7,309.6,1382,48.1,186,10.900000000000034,M,NONE,NONE,Manual review
302.3,310.1,1563,37.8,31,7.800000000000011,M,NONE,NONE,Manual review
301.0,311.6,1301,55.0,9,10.600000000000023,M,NONE,NONE,Manual review
297.2,308.7,1509,39.3,66,11.5,L,NONE,NONE,Manual review
299.8,309.1,1546,35.6,93,9.300000000000011,L,NONE,NONE,Manual review
301.5,310.5,1551,34.3,166,9.0,H,NONE,NONE,Manual review
301.8,310.9,1358,52.3,56,9.099999999999966,M,NONE,NONE,Manual review
301.8,310.3,1666,32.7,19,8.5,M,NONE,NONE,Manual review
299.1,308.4,1543,37.9,130,9.299999999999955,L,NONE,NONE,Manual review
299.0,310.4,1365,49.1,226,11.399999999999977,L,OSF,NONE,Manual review
300.9,310.9,1749,26.4,40,10.0,L,NONE,NONE,Manual review
298.7,310.1,1433,54.6,66,11.400000000000034,L,NONE,NONE,Manual review
300.5,309.5,1691,27.6,67,9.0,M,NONE,NONE,Manual review
301.0,311.1,1615,35.6,158,10.100000000000023,L,NONE,NONE,Manual review
298.4,308.0,1571,37.4,50,9.600000000000023,L,NONE,NONE,Manual review
301.2,310.7,1962,22.5,28,9.5,M,NONE,NONE,Manual review
300.3,309.5,1474,38.7,35,9.199999999999989,L,NONE,NONE,Manual review
298.7,309.6,1364,44.9,106,10.900000000000034,L,NONE,NONE,Manual review
298.8,310.1,1585,31.3,147,11.300000000000011,M,NONE,NONE,Manual review
298.0,307.5,1683,27.8,26,9.5,H,NONE,NONE,Manual review
298.3,309.6,1527,30.9,189,11.300000000000011,L,NONE,NONE,Manual review
299.1,310.1,1421,41.2,149,11.0,H,NONE,NONE,Manual review
301.9,310.7,1370,50.3,20,8.800000000000011,L,NONE,NONE,Manual review
298.2,308.4,1512,34.9,181,10.199999999999989,L,NONE,NONE,Manual review
297.2,308.4,2182,17.3,119,11.199999999999989,H,NONE,NONE,Manual review
298.6,309.4,1464,36.9,179,10.799999999999955,M,NONE,NONE,Manual review
298.2,309.0,2449,13.8,45,10.800000000000011,L,NONE,NONE,Manual review
300.8,311.4,1316,57.6,43,10.599999999999966,L,NONE,NONE,Manual review
299.4,309.0,1607,33.7,130,9.600000000000023,H,NONE,NONE,Manual review
297.7,307.2,1668,32.7,31,9.5,L,NONE,NONE,Manual review
300.8,312.4,1811,25.1,136,11.599999999999966,M,NONE,NONE,Manual review
302.9,312.2,1745,25.5,98,9.300000000000011,M,NONE,NONE,Manual review
297.9,307.6,1687,29.1,176,9.700000000000045,L,NONE,NONE,Manual review
298.0,307.8,1623,29.9,24,9.800000000000011,L,NONE,NONE,Manual review
297.2,307.9,1540,37.1,164,10.699999999999989,L,NONE,NONE,Manual review
302.4,310.1,1401,48.8,177,7.7000000000000455,L,NONE,NONE,Manual review
299.3,310.6,1457,42.1,104,11.300000000000011,M,NONE,NONE,Manual review
298.3,307.9,1502,42.0,103,9.599999999999966,L,NONE,NONE,Manual review
300.3,311.4,1346,51.1,147,11.099999999999966,L,NONE,NONE,Manual review
298.7,309.8,1589,31.8,217,11.100000000000023,L,NONE,NONE,Manual review
298.2,308.8,1456,41.2,150,10.600000000000023,M,NONE,NONE,Manual review
299.8,310.2,1573,33.3,168,10.399999999999977,H,NONE,NONE,Manual review
303.1,311.3,2056,19.7,167,8.199999999999989,H,NONE,NONE,Manual review
303.1,312.6,1567,32.9,132,9.5,M,NONE,NONE,Manual review
302.2,311.3,1602,32.8,120,9.100000000000023,L,NONE,NONE,Manual review
300.7,311.9,1485,38.8,9,11.199999999999989,L,NONE,NONE,Manual review
298.8,309.7,1953,20.6,25,10.899999999999977,L,NONE,NONE,Manual review
303.5,311.9,1344,49.3,93,8.399999999999977,L,HDF,HDF,Investigate cooling; collect temp sensors; open NCR
297.6,308.7,1455,48.2,145,11.099999999999966,L,NONE,NONE,Manual review
297.0,308.1,1455,43.5,122,11.100000000000023,L,NONE,NONE,Manual review
298.8,308.4,1737,27.7,130,9.599999999999966,L,NONE,NONE,Manual review
299.8,311.2,1564,40.0,172,11.399999999999977,L,NONE,NONE,Manual review
302.4,310.2,1435,44.9,127,7.800000000000011,H,NONE,NONE,Manual review
302.9,312.4,1550,36.9,194,9.5,L,NONE,NONE,Manual review
302.2,311.5,1413,43.5,83,9.300000000000011,L,NONE,NONE,Manual review
298.5,308.3,1334,49.8,186,9.800000000000011,L,NONE,NONE,Manual review
297.6,308.8,1385,44.4,181,11.199999999999989,H,NONE,NONE,Manual review
297.3,308.4,1513,40.5,25,11.099999999999966,L,NONE,NONE,Manual review
299.0,309.8,2240,15.9,144,10.800000000000011,M,NONE,NONE,Manual review
299.6,310.8,1644,30.9,114,11.199999999999989,L,NONE,NONE,Manual review
300.3,310.0,1409,43.2,9,9.699999999999989,M,NONE,NONE,Manual review
298.7,308.4,1694,28.7,195,9.699999999999989,L,NONE,NONE,Manual review
303.1,311.2,1435,40.1,219,8.099999999999966,L,NONE,NONE,Manual review
300.8,310.8,1618,32.8,40,10.0,H,NONE,NONE,Manual review
302.1,310.7,1608,30.3,81,8.599999999999966,M,NONE,NONE,Manual review
300.5,309.3,1574,33.5,101,8.800000000000011,L,NONE,NONE,Manual review
301.3,310.6,1605,32.5,59,9.300000000000011,H,NONE,NONE,Manual review
300.1,311.2,1489,39.1,188,11.099999999999966,L,NONE,NONE,Manual review
297.8,308.9,1282,58.1,108,11.099999999999966,L,NONE,NONE,Manual review
297.4,308.5,1465,55.9,153,11.100000000000023,M,NONE,NONE,Manual review
297.3,308.5,1710,27.7,138,11.199999999999989,M,NONE,NONE,Manual review
304.1,313.2,1586,41.1,129,9.099999999999966,M,NONE,NONE,Manual review
298.6,309.9,1517,34.0,215,11.299999999999955,M,NONE,NONE,Manual review
299.6,311.1,1649,33.8,133,11.5,M,NONE,NONE,Manual review
301.4,310.7,1280,61.0,106,9.300000000000011,L,NONE,NONE,Manual review
301.4,310.0,1776,25.6,30,8.600000000000023,L,NONE,NONE,Manual review
302.0,310.8,1447,42.7,229,8.800000000000011,L,NONE,NONE,Manual review
301.9,311.5,1492,40.8,150,9.600000000000023,M,NONE,NONE,Manual review
302.4,311.2,1506,40.8,204,8.800000000000011,H,NONE,NONE,Manual review
297.2,308.6,1924,22.1,163,11.400000000000034,L,NONE,NONE,Manual review
300.8,310.6,1402,53.7,93,9.800000000000011,L,NONE,NONE,Manual review
301.1,311.7,1408,46.3,135,10.599999999999966,L,NONE,NONE,Manual review
298.7,308.6,1722,24.7,64,9.900000000000034,M,NONE,NONE,Manual review
298.2,307.9,1551,34.1,190,9.699999999999989,L,NONE,NONE,Manual review
298.5,309.8,1468,40.9,157,11.300000000000011,L,NONE,NONE,Manual review
303.3,312.6,1463,44.0,140,9.300000000000011,L,NONE,NONE,Manual review
298.0,308.7,1268,69.4,189,10.699999999999989,L,PWF,PWF,Check power supply logs; escalate to Supplier Quality
297.3,308.6,1297,45.9,184,11.300000000000011,L,NONE,NONE,Manual review
298.9,310.6,1679,35.8,14,11.700000000000045,M,NONE,NONE,Manual review
298.5,309.4,1360,60.9,187,10.899999999999977,L,OSF,NONE,Manual review
300.7,311.1,1478,46.8,165,10.400000000000034,L,NONE,NONE,Manual review
299.1,310.1,1894,24.2,22,11.0,L,NONE,NONE,Manual review
299.5,310.9,1378,48.7,119,11.399999999999977,M,NONE,NONE,Manual review
300.7,309.5,1439,43.8,41,8.800000000000011,M,NONE,NONE,Manual review
295.6,306.2,1650,28.2,35,10.599999999999966,L,NONE,NONE,Manual review
303.6,312.5,1459,48.2,17,8.899999999999977,M,NONE,NONE,Manual review
298.1,308.5,1382,54.5,17,10.399999999999977,M,NONE,NONE,Manual review
300.1,311.6,1530,36.6,74,11.5,L,NONE,NONE,Manual review
299.2,308.8,1523,38.9,112,9.600000000000023,M,NONE,NONE,Manual review
300.9,311.5,1505,41.1,129,10.600000000000023,L,NONE,NONE,Manual review
303.9,313.2,1481,40.0,100,9.300000000000011,L,NONE,NONE,Manual review
300.9,309.9,1465,42.9,209,9.0,M,NONE,NONE,Manual review
301.6,310.7,1791,23.8,81,9.099999999999966,M,NONE,NONE,Manual review
298.5,309.7,1557,37.7,86,11.199999999999989,M,NONE,NONE,Manual review
301.0,310.9,1822,21.6,168,9.899999999999977,L,NONE,NONE,Manual review
299.2,308.4,1415,43.5,53,9.199999999999989,M,NONE,NONE,Manual review
298.8,308.7,1543,38.2,44,9.899999999999977,M,NONE,NONE,Manual review
298.3,309.0,1823,25.9,181,10.699999999999989,H,NONE,NONE,Manual review
304.1,313.3,1494,39.0,49,9.199999999999989,M,NONE,NONE,Manual review
297.4,308.5,1477,40.7,74,11.100000000000023,L,NONE,NONE,Manual review
297.8,307.8,1563,34.3,53,10.0,L,NONE,NONE,Manual review
304.5,313.7,1670,32.9,7,9.199999999999989,L,NONE,NONE,Manual review
300.3,311.8,1592,32.1,11,11.5,M,NONE,NONE,Manual review
297.8,309.0,1403,64.2,0,11.199999999999989,L,PWF,NONE,Manual review
298.2,308.8,1302,60.4,34,10.600000000000023,L,NONE,NONE,Manual review
298.8,309.7,1582,45.0,11,10.899999999999977,L,NONE,NONE,Manual review
298.1,307.9,1578,35.6,55,9.799999999999955,L,NONE,NONE,Manual review
300.1,311.2,1452,42.4,190,11.099999999999966,M,NONE,NONE,Manual review
301.3,310.4,1507,39.1,194,9.099999999999966,L,NONE,NONE,Manual review
300.6,310.6,1448,44.7,55,10.0,H,NONE,NONE,Manual review
301.4,310.8,1680,31.4,185,9.400000000000034,L,NONE,NONE,Manual review
301.0,310.4,1793,25.0,142,9.399999999999977,M,NONE,NONE,Manual review
296.6,307.6,1671,28.8,108,11.0,L,NONE,NONE,Manual review
299.7,309.2,1608,34.4,68,9.5,M,NONE,NONE,Manual review
296.2,307.1,1444,46.7,194,10.900000000000034,L,NONE,NONE,Manual review
298.3,309.4,1356,45.4,96,11.099999999999966,L,NONE,NONE,Manual review
300.2,309.8,1743,24.1,18,9.600000000000023,M,NONE,NONE,Manual review
303.7,312.9,1460,49.8,2,9.199999999999989,H,NONE,NONE,Manual review
298.1,307.9,1665,32.0,7,9.799999999999955,L,NONE,NONE,Manual review
300.0,311.4,1476,39.0,92,11.399999999999977,L,NONE,NONE,Manual review
302.3,311.0,1384,49.7,192,8.699999999999989,M,NONE,NONE,Manual review
298.1,309.0,1559,34.0,54,10.899999999999977,L,NONE,NONE,Manual review
298.4,308.2,1604,34.9,11,9.800000000000011,L,NONE,NONE,Manual review
298.9,309.9,1373,52.1,108,11.0,L,NONE,NONE,Manual review
296.3,307.4,1648,34.0,60,11.099999999999966,L,NONE,NONE,Manual review
299.7,310.2,1633,36.5,24,10.5,L,NONE,NONE,Manual review
301.0,310.8,1558,34.9,196,9.800000000000011,L,NONE,NONE,Manual review
301.8,311.1,1597,29.8,177,9.300000000000011,M,NONE,NONE,Manual review
297.9,307.6,1430,52.4,178,9.700000000000045,L,NONE,NONE,Manual review
296.6,307.5,1582,37.9,197,10.899999999999977,L,NONE,NONE,Manual review
301.4,310.3,1611,41.5,11,8.900000000000034,H,NONE,NONE,Manual review
302.7,310.5,1446,40.9,211,7.800000000000011,L,TWF,NONE,Manual review
302.6,310.5,1511,37.2,197,7.899999999999977,L,NONE,NONE,Manual review
296.7,307.8,1672,32.4,113,11.100000000000023,M,NONE,NONE,Manual review
295.8,306.5,1505,35.2,86,10.699999999999989,L,NONE,NONE,Manual review
298.9,309.0,1601,32.3,202,10.100000000000023,L,NONE,NONE,Manual review
301.7,310.7,1763,25.9,3,9.0,L,NONE,NONE,Manual review
300.7,312.3,1590,36.3,93,11.600000000000023,L,NONE,NONE,Manual review
300.8,310.5,1582,31.1,193,9.699999999999989,H,NONE,NONE,Manual review
299.7,310.6,1479,38.0,137,10.900000000000034,L,NONE,NONE,Manual review
298.9,309.5,1645,31.1,169,10.600000000000023,L,NONE,NONE,Manual review
299.9,311.4,1497,37.0,162,11.5,H,NONE,NONE,Manual review
299.7,311.2,1616,42.3,180,11.5,M,NONE,NONE,Manual review
303.8,312.7,1838,27.8,181,8.899999999999977,L,NONE,NONE,Manual review
297.6,308.4,1626,32.4,130,10.799999999999955,L,NONE,NONE,Manual review
299.8,309.7,1707,29.1,94,9.899999999999977,L,NONE,NONE,Manual review
302.3,311.2,1758,24.4,68,8.899999999999977,L,NONE,NONE,Manual review
298.9,310.1,1510,38.0,52,11.200000000000045,L,NONE,NONE,Manual review
301.0,312.2,2710,9.7,143,11.199999999999989,M,PWF,PWF,Check power supply logs; escalate to Supplier Quality
